5002 10
0.000000   0.000000   0.000000   1.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
0.200000   0.000000   0.000000   0.000000   0.005028   0.000000   0.994972   0.000000   0.000000   0.000000   0.000000
0.200040   0.000000   0.000000   0.000000   0.005038   0.000000   0.994962   0.000000   0.000000   0.000000   0.000000
0.200080   0.000000   0.000000   0.000000   0.005048   0.000000   0.994952   0.000000   0.000000   0.000000   0.000000
0.200120   0.000000   0.000000   0.000000   0.005058   0.000000   0.994942   0.000000   0.000000   0.000000   0.000000
0.200160   0.000000   0.000000   0.000000   0.005068   0.000000   0.994932   0.000000   0.000000   0.000000   0.000000
0.200200   0.000000   0.000000   0.000000   0.005078   0.000000   0.994922   0.000000   0.000000   0.000000   0.000000
0.200240   0.000000   0.000000   0.000000   0.005088   0.000000   0.994912   0.000000   0.000000   0.000000   0.000000
0.200280   0.000000   0.000000   0.000000   0.005099   0.000000   0.994901   0.000000   0.000000   0.000000   0.000000
0.200320   0.000000   0.000000   0.000000   0.005109   0.000000   0.994891   0.000000   0.000000   0.000000   0.000000
0.200360   0.000000   0.000000   0.000000   0.005119   0.000000   0.994881   0.000000   0.000000   0.000000   0.000000
0.200400   0.000000   0.000000   0.000000   0.005129   0.000000   0.994871   0.000000   0.000000   0.000000   0.000000
0.200440   0.000000   0.000000   0.000000   0.005139   0.000000   0.994861   0.000000   0.000000   0.000000   0.000000
0.200480   0.000000   0.000000   0.000000   0.005150   0.000000   0.994850   0.000000   0.000000   0.000000   0.000000
0.200520   0.000000   0.000000   0.000000   0.005160   0.000000   0.994840   0.000000   0.000000   0.000000   0.000000
0.200560   0.000000   0.000000   0.000000   0.005170   0.000000   0.994830   0.000000   0.000000   0.000000   0.000000
0.200600   0.000000   0.000000   0.000000   0.005180   0.000000   0.994820   0.000000   0.000000   0.000000   0.000000
0.200640   0.000000   0.000000   0.000000   0.005191   0.000000   0.994809   0.000000   0.000000   0.000000   0.000000
0.200680   0.000000   0.000000   0.000000   0.005201   0.000000   0.994799   0.000000   0.000000   0.000000   0.000000
0.200720   0.000000   0.000000   0.000000   0.005211   0.000000   0.994789   0.000000   0.000000   0.000000   0.000000
0.200760   0.000000   0.000000   0.000000   0.005222   0.000000   0.994778   0.000000   0.000000   0.000000   0.000000
0.200800   0.000000   0.000000   0.000000   0.005232   0.000000   0.994768   0.000000   0.000000   0.000000   0.000000
0.200840   0.000000   0.000000   0.000000   0.005243   0.000000   0.994757   0.000000   0.000000   0.000000   0.000000
0.200880   0.000000   0.000000   0.000000   0.005253   0.000000   0.994747   0.000000   0.000000   0.000000   0.000000
0.200920   0.000000   0.000000   0.000000   0.005264   0.000000   0.994736   0.000000   0.000000   0.000000   0.000000
0.200960   0.000000   0.000000   0.000000   0.005274   0.000000   0.994726   0.000000   0.000000   0.000000   0.000000
0.201000   0.000000   0.000000   0.000000   0.005285   0.000000   0.994715   0.000000   0.000000   0.000000   0.000000
0.201040   0.000000   0.000000   0.000000   0.005295   0.000000   0.994705   0.000000   0.000000   0.000000   0.000000
0.201080   0.000000   0.000000   0.000000   0.005306   0.000000   0.994694   0.000000   0.000000   0.000000   0.000000
0.201120   0.000000   0.000000   0.000000   0.005316   0.000000   0.994684   0.000000   0.000000   0.000000   0.000000
0.201160   0.000000   0.000000   0.000000   0.005327   0.000000   0.994673   0.000000   0.000000   0.000000   0.000000
0.201200   0.000000   0.000000   0.000000   0.005337   0.000000   0.994663   0.000000   0.000000   0.000000   0.000000
0.201240   0.000000   0.000000   0.000000   0.005348   0.000000   0.994652   0.000000   0.000000   0.000000   0.000000
0.201280   0.000000   0.000000   0.000000   0.005359   0.000000   0.994641   0.000000   0.000000   0.000000   0.000000
0.201320   0.000000   0.000000   0.000000   0.005369   0.000000   0.994631   0.000000   0.000000   0.000000   0.000000
0.201360   0.000000   0.000000   0.000000   0.005380   0.000000   0.994620   0.000000   0.000000   0.000000   0.000000
0.201400   0.000000   0.000000   0.000000   0.005391   0.000000   0.994609   0.000000   0.000000   0.000000   0.000000
0.201440   0.000000   0.000000   0.000000   0.005401   0.000000   0.994599   0.000000   0.000000   0.000000   0.000000
0.201480   0.000000   0.000000   0.000000   0.005412   0.000000   0.994588   0.000000   0.000000   0.000000   0.000000
0.201520   0.000000   0.000000   0.000000   0.005423   0.000000   0.994577   0.000000   0.000000   0.000000   0.000000
0.201560   0.000000   0.000000   0.000000   0.005434   0.000000   0.994566   0.000000   0.000000   0.000000   0.000000
0.201600   0.000000   0.000000   0.000000   0.005445   0.000000   0.994555   0.000000   0.000000   0.000000   0.000000
